trial,ground_truth,predicted,correct,self_probe_latency_ms
0,active,idle,False,47.478527
1,idle,idle,True,49.500468
2,active,idle,False,58.111019
3,idle,active,False,79.793022
4,active,idle,False,57.115789
5,idle,idle,True,46.801057
6,active,idle,False,57.718389
7,idle,idle,True,46.62108
8,active,idle,False,48.148802
9,idle,active,False,84.554995
10,active,active,True,73.860481
11,idle,idle,True,57.393389
12,active,active,True,66.135786
13,idle,active,False,71.672268
14,active,active,True,74.719215
15,idle,active,False,60.538584
16,active,idle,False,50.936062
17,idle,active,False,74.49553
18,active,idle,False,50.64202
19,idle,active,False,60.574166
20,active,idle,False,58.680446
21,idle,idle,True,59.459296
22,active,active,True,73.557934
23,idle,active,False,65.607854
24,active,active,True,67.476229
25,idle,active,False,66.347596
26,active,idle,False,55.717789
27,idle,idle,True,54.516727
28,active,idle,False,55.764577
29,idle,active,False,77.067721
30,active,active,True,76.237727
31,idle,idle,True,49.123584
32,active,idle,False,59.254816
33,idle,idle,True,57.692553
34,active,idle,False,54.782112
35,idle,idle,True,47.710702
36,active,idle,False,48.998452
37,idle,idle,True,59.39573
38,active,active,True,73.069987
39,idle,idle,True,47.484767
40,active,idle,False,50.529924
41,idle,idle,True,46.21076
42,active,idle,False,57.782195
43,idle,idle,True,57.561256
44,active,active,True,60.35009
45,idle,active,False,71.563946
46,active,idle,False,58.048825
47,idle,idle,True,47.414931
48,active,active,True,73.671996
49,idle,idle,True,49.31266
50,active,idle,False,41.992476
51,idle,idle,True,58.353428
52,active,idle,False,57.90138
53,idle,idle,True,54.64805
54,active,active,True,62.32033
55,idle,active,False,61.561646
56,active,idle,False,52.977969
57,idle,idle,True,53.345271
58,active,idle,False,58.521754
59,idle,active,False,63.974782
