trial,ground_truth,predicted,correct,self_probe_latency_ms
0,active,active,True,72.146829
1,idle,idle,True,49.239848
2,active,idle,False,54.608241
3,idle,idle,True,54.031178
4,active,active,True,62.850684
5,idle,idle,True,57.07813
6,active,active,True,60.307172
7,idle,active,False,98.032134
8,active,active,True,61.729417
9,idle,active,False,77.249679
10,active,active,True,68.421365
11,idle,active,False,65.5536
12,active,idle,False,48.11434
13,idle,active,False,65.513344
14,active,active,True,80.234036
15,idle,idle,True,53.717709
16,active,active,True,69.317208
17,idle,active,False,77.542005
18,active,active,True,77.137052
19,idle,idle,True,55.577099
20,active,active,True,62.439466
21,idle,active,False,62.432054
22,active,idle,False,58.799284
23,idle,active,False,62.406528
24,active,idle,False,55.549826
25,idle,idle,True,53.187898
26,active,idle,False,50.965431
27,idle,idle,True,51.557143
28,active,active,True,64.228093
29,idle,active,False,78.236942
30,active,idle,False,54.15072
31,idle,idle,True,59.69861
32,active,active,True,66.655068
33,idle,active,False,65.055809
34,active,idle,False,56.507378
35,idle,active,False,74.81162
36,active,idle,False,53.292478
37,idle,active,False,73.283009
38,active,active,True,195.640661
39,idle,active,False,64.410987
40,active,active,True,86.269316
41,idle,active,False,95.342761
42,active,active,True,131.458479
43,idle,active,False,62.872566
44,active,active,True,115.910386
45,idle,active,False,66.239687
46,active,active,True,71.47637
47,idle,active,False,63.766764
48,active,active,True,74.509714
49,idle,active,False,106.044582
50,active,idle,False,54.582084
51,idle,active,False,73.534405
52,active,active,True,63.101931
53,idle,active,False,70.004899
54,active,active,True,66.585575
55,idle,active,False,85.8226
56,active,active,True,100.202017
57,idle,active,False,65.339629
58,active,active,True,157.251505
59,idle,active,False,86.779202
60,active,active,True,71.646736
61,idle,active,False,85.624002
62,active,active,True,74.119997
63,idle,active,False,77.052834
64,active,active,True,74.747602
65,idle,active,False,77.01188
66,active,active,True,75.972238
67,idle,active,False,68.7067
68,active,active,True,81.816747
69,idle,idle,True,58.953567
70,active,active,True,71.467151
71,idle,active,False,67.6915
72,active,active,True,71.263426
73,idle,active,False,60.796632
74,active,active,True,69.167361
75,idle,active,False,70.991201
76,active,active,True,68.216407
77,idle,active,False,65.504005
78,active,active,True,83.315278
79,idle,active,False,74.562096
80,active,active,True,76.538822
81,idle,active,False,62.260291
82,active,active,True,74.754698
83,idle,active,False,78.783618
84,active,active,True,61.295165
85,idle,active,False,63.264366
86,active,active,True,68.430988
87,idle,active,False,69.503539
88,active,active,True,73.659841
89,idle,active,False,75.752019
90,active,active,True,91.106404
91,idle,active,False,62.251045
92,active,active,True,64.901797
93,idle,active,False,66.834626
94,active,active,True,63.53275
95,idle,active,False,66.498577
96,active,active,True,75.039432
97,idle,active,False,67.960616
98,active,active,True,84.748498
99,idle,active,False,67.868426
100,active,active,True,60.4053
101,idle,active,False,88.917204
102,active,active,True,62.29328
103,idle,active,False,69.312189
104,active,active,True,87.292949
105,idle,active,False,100.509896
106,active,active,True,118.003132
107,idle,active,False,98.19799
108,active,active,True,101.98464
109,idle,active,False,93.403312
110,active,active,True,90.120047
111,idle,active,False,97.509288
112,active,active,True,77.768154
113,idle,active,False,73.423182
114,active,active,True,85.450914
115,idle,active,False,60.202212
116,active,idle,False,59.318462
117,idle,active,False,67.704211
118,active,active,True,76.191435
119,idle,active,False,62.94507
120,active,active,True,65.551088
121,idle,active,False,76.06225
122,active,active,True,75.374099
123,idle,active,False,61.785433
124,active,active,True,60.525017
125,idle,active,False,76.408116
126,active,active,True,63.795326
127,idle,active,False,68.280703
128,active,idle,False,56.713045
129,idle,active,False,63.352492
130,active,active,True,74.120008
131,idle,active,False,70.895251
132,active,active,True,66.083819
133,idle,active,False,68.748585
134,active,idle,False,59.648994
135,idle,active,False,65.460138
136,active,active,True,69.979823
137,idle,active,False,64.957579
138,active,active,True,71.070204
139,idle,active,False,69.195826
140,active,active,True,67.944504
141,idle,active,False,69.640136
142,active,active,True,63.411173
143,idle,idle,True,56.140217
144,active,active,True,66.835736
145,idle,active,False,62.143269
146,active,active,True,72.908139
147,idle,idle,True,59.668966
148,active,active,True,62.099138
149,idle,idle,True,56.258489
