trial,ground_truth,predicted,correct,self_probe_latency_ms
0,active,idle,False,45.495162
1,idle,idle,True,53.095986
2,active,idle,False,50.777913
3,idle,idle,True,45.419537
4,active,idle,False,51.614527
5,idle,idle,True,51.444816
6,active,idle,False,54.425686
7,idle,idle,True,56.571428
8,active,idle,False,59.452035
9,idle,idle,True,45.147347
10,active,idle,False,59.755705
11,idle,idle,True,50.34521
12,active,idle,False,57.527381
13,idle,idle,True,50.592628
14,active,idle,False,46.188451
15,idle,active,False,61.874919
16,active,idle,False,49.783711
17,idle,idle,True,54.621082
18,active,idle,False,55.191068
19,idle,idle,True,53.206411
20,active,idle,False,55.062941
21,idle,idle,True,57.577324
22,active,idle,False,54.464449
23,idle,idle,True,59.03084
24,active,idle,False,47.879149
25,idle,idle,True,55.203732
26,active,active,True,65.575184
27,idle,idle,True,50.755306
28,active,idle,False,49.060313
29,idle,idle,True,47.835385
30,active,idle,False,49.356366
31,idle,idle,True,48.331958
32,active,idle,False,50.715593
33,idle,idle,True,55.731141
34,active,idle,False,46.734749
35,idle,idle,True,52.378257
36,active,idle,False,52.246164
37,idle,idle,True,47.920501
38,active,idle,False,54.440889
39,idle,active,False,66.035093
40,active,idle,False,56.20543
41,idle,idle,True,50.306962
42,active,idle,False,51.882898
43,idle,idle,True,57.819563
44,active,idle,False,53.012454
45,idle,active,False,61.955264
46,active,idle,False,50.900854
47,idle,idle,True,51.423661
48,active,idle,False,58.962692
49,idle,idle,True,46.808256
50,active,idle,False,55.172589
51,idle,idle,True,53.037169
52,active,idle,False,49.546957
53,idle,idle,True,48.845837
54,active,idle,False,53.698936
55,idle,idle,True,48.300079
56,active,active,True,61.628731
57,idle,active,False,62.475129
58,active,idle,False,58.454738
59,idle,idle,True,50.235631
60,active,idle,False,46.274089
61,idle,idle,True,53.424764
62,active,idle,False,52.307785
63,idle,idle,True,55.636517
64,active,idle,False,58.022908
65,idle,idle,True,54.022284
66,active,active,True,60.43166
67,idle,idle,True,55.186225
68,active,idle,False,56.451466
69,idle,idle,True,59.999336
70,active,idle,False,42.50787
71,idle,idle,True,55.897084
72,active,idle,False,53.308924
73,idle,idle,True,56.108003
74,active,idle,False,49.253423
75,idle,idle,True,52.497255
76,active,idle,False,52.31975
77,idle,idle,True,55.05588
78,active,idle,False,43.976473
79,idle,idle,True,52.235471
80,active,idle,False,59.885986
81,idle,idle,True,55.282892
82,active,idle,False,54.027056
83,idle,idle,True,55.75737
84,active,idle,False,48.821985
85,idle,active,False,63.65745
86,active,active,True,71.571439
87,idle,idle,True,51.956793
88,active,idle,False,58.996603
89,idle,idle,True,58.397467
90,active,active,True,61.365507
91,idle,idle,True,53.683437
92,active,active,True,72.087756
93,idle,idle,True,49.615276
94,active,active,True,61.697449
95,idle,idle,True,59.690411
96,active,idle,False,56.505138
97,idle,idle,True,59.165814
98,active,idle,False,58.399381
99,idle,idle,True,58.657373
100,active,idle,False,57.853406
101,idle,idle,True,53.788176
102,active,idle,False,49.41199
103,idle,idle,True,59.291911
104,active,active,True,62.508644
105,idle,idle,True,46.288856
106,active,idle,False,55.523878
107,idle,idle,True,49.664733
108,active,idle,False,50.162309
109,idle,idle,True,53.159839
110,active,idle,False,50.346628
111,idle,idle,True,58.298773
112,active,idle,False,57.771289
113,idle,idle,True,57.270873
114,active,idle,False,48.654511
115,idle,active,False,67.917587
116,active,idle,False,57.713986
117,idle,idle,True,48.818795
118,active,idle,False,46.215333
119,idle,active,False,62.733312
120,active,idle,False,56.755824
121,idle,idle,True,59.175128
122,active,idle,False,57.500724
123,idle,idle,True,53.755697
124,active,idle,False,57.430459
125,idle,idle,True,58.188251
126,active,active,True,63.255996
127,idle,active,False,82.359823
128,active,idle,False,52.603931
129,idle,active,False,67.541446
130,active,idle,False,54.290658
131,idle,active,False,65.323459
132,active,idle,False,54.252788
133,idle,idle,True,44.991041
134,active,idle,False,51.194928
135,idle,idle,True,52.660564
136,active,idle,False,46.521552
137,idle,idle,True,47.703281
138,active,active,True,61.401276
139,idle,idle,True,48.958229
140,active,idle,False,53.326491
141,idle,idle,True,59.596305
142,active,idle,False,55.74313
143,idle,active,False,60.657754
144,active,idle,False,57.470862
145,idle,active,False,67.507589
146,active,idle,False,55.52141
147,idle,idle,True,57.522872
148,active,idle,False,49.698934
149,idle,idle,True,51.509017
