trial,ground_truth,predicted,correct,self_probe_latency_ms
0,active,idle,False,49.227674
1,idle,active,False,68.197967
2,active,idle,False,50.99116
3,idle,idle,True,53.578164
4,active,idle,False,50.687046
5,idle,idle,True,43.773763
6,active,idle,False,53.945284
7,idle,idle,True,54.431184
8,active,idle,False,48.367762
9,idle,idle,True,49.213455
10,active,idle,False,46.762521
11,idle,idle,True,45.909409
12,active,idle,False,47.726571
13,idle,active,False,61.471384
14,active,idle,False,50.74704
15,idle,idle,True,47.339194
16,active,idle,False,53.931429
17,idle,idle,True,48.516777
18,active,active,True,66.120007
19,idle,idle,True,43.095384
20,active,idle,False,43.571012
21,idle,idle,True,48.569923
22,active,idle,False,42.664004
23,idle,idle,True,48.49663
24,active,active,True,64.08199
25,idle,idle,True,45.553112
26,active,idle,False,51.569242
27,idle,idle,True,57.164183
28,active,idle,False,46.303486
29,idle,idle,True,45.319522
30,active,idle,False,47.328821
31,idle,idle,True,50.5643
32,active,idle,False,51.089794
33,idle,idle,True,46.144725
34,active,idle,False,49.94004
35,idle,idle,True,47.53145
36,active,idle,False,50.195628
37,idle,idle,True,44.741639
38,active,idle,False,59.127005
39,idle,active,False,73.753053
40,active,idle,False,46.970178
41,idle,idle,True,52.992808
42,active,idle,False,44.382106
43,idle,idle,True,53.674925
44,active,idle,False,44.684067
45,idle,idle,True,53.775753
46,active,idle,False,48.168599
47,idle,idle,True,52.549495
48,active,idle,False,52.531522
49,idle,idle,True,54.980509
50,active,idle,False,48.305517
51,idle,active,False,69.903388
52,active,idle,False,49.188601
53,idle,active,False,60.650703
54,active,active,True,68.169745
55,idle,idle,True,57.426897
56,active,active,True,69.535231
57,idle,idle,True,58.830457
58,active,idle,False,46.995466
59,idle,idle,True,54.270391
60,active,idle,False,52.721181
61,idle,idle,True,52.844727
62,active,idle,False,46.890235
63,idle,idle,True,56.167751
64,active,idle,False,46.978324
65,idle,idle,True,55.32653
66,active,active,True,63.750623
67,idle,active,False,70.302617
68,active,idle,False,48.596457
69,idle,idle,True,54.319483
70,active,active,True,96.998143
71,idle,idle,True,54.092155
72,active,active,True,71.870774
73,idle,idle,True,57.358256
74,active,idle,False,51.379143
75,idle,idle,True,43.194831
76,active,active,True,68.056869
77,idle,active,False,80.840878
78,active,active,True,74.15507
79,idle,idle,True,48.765057
80,active,idle,False,47.860934
81,idle,idle,True,54.119796
82,active,idle,False,45.662786
83,idle,idle,True,46.223215
84,active,idle,False,50.912409
85,idle,idle,True,48.602609
86,active,idle,False,55.451611
87,idle,idle,True,55.020079
88,active,active,True,60.766222
89,idle,active,False,64.212825
90,active,idle,False,51.554239
91,idle,idle,True,56.659051
92,active,idle,False,49.750137
93,idle,idle,True,57.889197
94,active,active,True,63.76121
95,idle,idle,True,56.172653
96,active,idle,False,53.652093
97,idle,idle,True,56.558952
98,active,idle,False,46.994954
99,idle,idle,True,55.162447
100,active,idle,False,49.372187
101,idle,active,False,73.297925
102,active,idle,False,58.275125
103,idle,idle,True,55.516584
104,active,idle,False,56.441416
105,idle,idle,True,48.204411
106,active,idle,False,53.825984
107,idle,idle,True,46.629687
108,active,idle,False,51.225668
109,idle,idle,True,48.334588
110,active,idle,False,51.410422
111,idle,idle,True,48.548168
112,active,idle,False,44.957729
113,idle,idle,True,54.755739
114,active,idle,False,52.923269
115,idle,idle,True,49.005744
116,active,idle,False,49.720171
117,idle,idle,True,53.131895
118,active,idle,False,48.436123
119,idle,idle,True,48.395643
120,active,idle,False,56.059815
121,idle,idle,True,53.430727
122,active,idle,False,52.964513
123,idle,idle,True,43.657331
124,active,idle,False,46.269598
125,idle,idle,True,48.486301
126,active,idle,False,47.537746
127,idle,idle,True,56.855913
128,active,idle,False,46.240895
129,idle,idle,True,54.449981
130,active,idle,False,52.467004
131,idle,idle,True,57.820281
132,active,idle,False,51.44515
133,idle,idle,True,56.274719
134,active,idle,False,48.374406
135,idle,active,False,65.935426
136,active,idle,False,55.943387
137,idle,idle,True,57.339325
138,active,idle,False,46.390556
139,idle,active,False,83.705246
140,active,idle,False,52.259876
141,idle,idle,True,51.170785
142,active,idle,False,49.400912
143,idle,active,False,65.349558
144,active,active,True,64.340063
145,idle,active,False,63.492212
146,active,idle,False,54.879571
147,idle,active,False,60.406006
148,active,active,True,64.291271
149,idle,idle,True,59.218541
