adapter,gpu_clock_mem_mhz,gpu_clock_sm_mhz,gpu_gpu_temp_c,gpu_gpu_util_pct,gpu_mem_used_mib,gpu_mem_util_pct,gpu_power_w,http_status,latency_ms,state,trial,wall_timestamp_ns
med,8000,1770,43,65,7891.8125,56,7.752,200,302.084459,hot,0,1788837205359399059
med,8000,1770,45,1,7879.0625,1,19.604,200,301.538085,ram_evicted,0,1788837206752717821
med,6000,225,44,16,7888.75,5,12.717,200,363.118144,disk_evicted,0,1788837210452951719
med,6000,210,44,0,7889.1875,2,13.392,200,302.229428,hot,1,1788837211329881502
med,6000,210,44,34,7894.25,10,12.994,200,301.723386,ram_evicted,1,1788837212825335112
med,6000,210,44,31,7896.4375,10,13.584,200,413.120745,disk_evicted,1,1788837215420943873
med,6000,210,44,1,7887.75,2,13.499,200,301.941645,hot,2,1788837216343181026
med,6000,210,44,2,7887.75,2,13.003,200,301.33787,ram_evicted,2,1788837217691765785
med,6000,210,44,34,7881.625,9,13.315,200,364.853494,disk_evicted,2,1788837220429499121
med,6000,210,44,1,7881.625,2,13.466,200,302.096005,hot,3,1788837221305651837
med,6000,210,44,30,7885.3125,7,12.764,200,301.881845,ram_evicted,3,1788837223041371076
med,6000,210,44,31,7881.5625,10,13.448,200,301.836236,disk_evicted,3,1788837225476173696
med,6000,225,44,1,7881.5625,2,13.467,200,301.80679,hot,4,1788837226295442509
med,6000,210,44,2,7881.125,2,12.641,200,301.523884,ram_evicted,4,1788837227887162221
med,6000,210,44,0,7867.25,2,13.151,200,430.329965,disk_evicted,4,1788837230752216243
med,6000,210,44,1,7867.25,2,13.508,200,301.690456,hot,5,1788837231693937657
med,6000,210,44,0,7867.25,2,13.112,200,301.931182,ram_evicted,5,1788837233165191405
med,6000,210,44,0,7867.25,2,13.114,200,301.423796,disk_evicted,5,1788837235771989981
med,6000,255,44,0,7867.25,2,13.494,200,302.369409,hot,6,1788837236586435216
med,6000,255,44,26,7867.25,10,13.545,200,302.095359,ram_evicted,6,1788837237818554914
med,6000,210,44,30,7867.25,10,13.457,200,301.843518,disk_evicted,6,1788837240214888386
med,6000,210,44,1,7867.25,2,13.503,200,301.604902,hot,7,1788837241030809579
med,6000,210,44,11,7867.25,4,13.185,200,301.916326,ram_evicted,7,1788837242454877429
med,6000,210,44,31,7867.25,10,13.417,200,305.420819,disk_evicted,7,1788837244674632309
med,6000,210,44,1,7867.25,2,13.876,200,301.55992,hot,8,1788837245496212922
med,6000,210,44,1,7867.25,2,13.095,200,301.886409,ram_evicted,8,1788837246968935674
med,6000,210,44,17,7867.25,7,13.056,200,332.895995,disk_evicted,8,1788837249588382695
med,6000,315,44,0,7867.25,2,13.501,200,302.155571,hot,9,1788837250432627057
med,6000,315,44,0,7867.25,2,13.018,200,301.88527,ram_evicted,9,1788837251736304835
med,6000,210,44,0,7867.25,2,13.073,200,301.827204,disk_evicted,9,1788837254155605977
med,6000,210,44,1,7867.25,2,13.501,200,301.546103,hot,10,1788837254970965447
med,6000,210,44,2,7867.25,2,13.065,200,301.578029,ram_evicted,10,1788837256264197282
med,6000,210,44,18,7867.25,7,13.168,200,301.395314,disk_evicted,10,1788837258577844741
med,6000,210,44,0,7867.25,2,13.834,200,302.460181,hot,11,1788837259390241482
med,6000,210,44,21,7867.25,7,13.309,200,301.478129,ram_evicted,11,1788837260824724333
med,6000,210,44,4,7867.25,2,13.505,200,301.668144,disk_evicted,11,1788837263122803555
med,6000,210,44,1,7867.25,2,13.501,200,301.497826,hot,12,1788837263936927899
med,6000,210,44,1,7867.25,2,13.149,200,301.437058,ram_evicted,12,1788837265185021314
med,6000,210,44,21,7867.25,7,13.358,200,301.604844,disk_evicted,12,1788837267421757186
med,6000,210,44,1,7867.25,2,13.554,200,301.597146,hot,13,1788837268239389441
med,6000,210,44,0,7867.25,2,13.671,200,301.456414,ram_evicted,13,1788837269501983633
med,6000,345,44,1,7867.25,2,12.95,200,302.015032,disk_evicted,13,1788837272052398491
med,6000,345,44,1,7867.25,2,13.372,200,302.330054,hot,14,1788837272867427720
med,6000,210,44,1,7867.25,2,13.214,200,301.510768,ram_evicted,14,1788837274138268726
med,6000,210,44,18,7867.25,6,13.259,200,301.797977,disk_evicted,14,1788837276824886596
med,6000,210,44,1,7867.25,2,13.559,200,301.655529,hot,15,1788837277639512526
med,6000,210,44,1,7867.25,2,12.985,200,301.748823,ram_evicted,15,1788837279310772034
med,8000,2370,45,0,7867.25,1,20.208,200,336.272611,disk_evicted,15,1788837282378933261
med,8000,2370,45,0,7867.25,1,26.538,200,301.859956,hot,16,1788837283223841285
med,6000,555,44,0,7867.25,2,12.733,200,301.505716,ram_evicted,16,1788837284733436515
med,6000,225,44,1,7867.25,2,13.134,200,301.429548,disk_evicted,16,1788837287382453776
med,6000,210,44,1,7867.25,2,13.594,200,301.507488,hot,17,1788837288198848933
med,6000,210,44,31,7867.25,10,13.71,200,302.628326,ram_evicted,17,1788837289424915227
med,6000,210,44,20,7867.25,6,13.389,200,301.282919,disk_evicted,17,1788837291815945837
med,6000,210,44,0,7867.25,2,13.574,200,301.837541,hot,18,1788837292628121844
med,6000,210,44,0,7867.25,2,13.327,200,301.493641,ram_evicted,18,1788837293941525997
med,6000,210,44,1,7867.25,2,13.185,200,301.358547,disk_evicted,18,1788837296350155406
med,6000,210,44,0,7867.25,2,13.768,200,301.67071,hot,19,1788837297160594524
med,6000,210,44,32,7867.25,10,13.696,200,301.477726,ram_evicted,19,1788837298396156066
med,6000,210,45,0,7867.25,2,13.239,200,557.561848,disk_evicted,19,1788837300882024630
med,6000,285,45,0,7867.25,2,13.636,200,301.940679,hot,20,1788837301949756796
med,6000,210,44,31,7867.25,10,13.14,200,301.782849,ram_evicted,20,1788837303593385958
med,6000,210,45,3,7867.25,2,12.846,200,301.609423,disk_evicted,20,1788837306646888074
med,6000,240,45,1,7867.25,2,13.631,200,301.555523,hot,21,1788837307458063978
med,6000,210,45,1,7867.25,2,12.751,200,301.305666,ram_evicted,21,1788837309071225992
med,6000,210,45,15,7867.25,5,13.349,200,477.402898,disk_evicted,21,1788837312224980266
med,8000,2370,45,0,7867.25,1,17.238,200,301.92226,hot,22,1788837313213555905
med,6000,735,46,0,7867.25,1,26.013,200,301.774674,ram_evicted,22,1788837314669371050
